scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
brunch,action_2,75,6,They feed each other slices of the pancakes,1
brunch,action_2,75,7,"One person orders the pancakes and the other doesn't, but they still eat together",0
brunch,action_2,100,0,Allison orders and eats the pancakes alone,0
brunch,action_2,100,1,Dana orders and eats the pancakes alone,0
brunch,action_2,100,2,They decide not to order the pancakes at all,0
brunch,action_2,100,3,They order the pancakes and ask the server to split the stack in half onto two separate plates,1
brunch,action_2,100,4,One person cuts the entire stack and serves the other,1
brunch,action_2,100,5,They use the same utensils to cut and serve themselves,1
brunch,action_2,100,6,They eat the pancakes directly from the stack without using utensils or plates,1
brunch,action_2,100,7,"Allison orders the pancakes and Dana declines, but they still sit together",0
brunch,action_2,100,8,"Dana orders the pancakes and Allison declines, but they still sit together",0
brunch,action_3,0,0,Allison orders the pancakes and eats them alone,0
brunch,action_3,0,1,Dana orders the pancakes and eats them alone,0
brunch,action_3,0,2,They decide not to order the pancakes at all,0
brunch,action_3,0,3,They order the pancakes and divide them onto separate plates,1
brunch,action_3,0,4,They order two separate stacks of pancakes,0
brunch,action_3,0,5,"One person orders the pancakes and the other does not, but they discuss the pancakes",0
brunch,action_3,0,6,They ask the server to recommend a different dessert to order separately,0
brunch,action_3,0,7,They order the pancakes and use a serving utensil to portion out a serving for each person,1
brunch,action_3,0,8,They do not discuss dessert and each orders their own separately,0
brunch,action_3,0,9,They decide to skip dessert altogether and just leave the restaurant,0
brunch,action_3,50,0,Allison orders the pancakes and eats them alone,0
brunch,action_3,50,1,Dana orders the pancakes and eats them alone,0
brunch,action_3,50,2,They decide not to order the pancakes,0
brunch,action_3,50,3,They order two separate stacks of pancakes,0
brunch,action_3,50,4,They order the pancakes and divide them onto separate plates before eating,1
brunch,action_3,50,5,One person cuts the pancakes into portions and they take turns eating from their own plates,1
brunch,action_3,50,6,They use a serving utensil to take turns serving themselves from the stack of pancakes,1
brunch,action_3,50,7,"They eat the pancakes with their fingers, taking turns picking up pieces from the stack",1
brunch,action_3,75,0,Each orders their own stack of pancakes,0
brunch,action_3,75,1,One person orders pancakes and the other does not,0
brunch,action_3,75,2,They decide not to order pancakes at all,0
brunch,action_3,75,3,"They order the pancakes, but ask for them to be divided onto separate plates",1
brunch,action_3,75,4,One person eats the pancakes and the other only watches,0
brunch,action_3,75,5,They take turns eating a whole pancake from the stack,1
brunch,action_3,75,6,They use a serving utensil to divide the pancakes onto their own plates before eating,1
brunch,action_3,75,7,"Allison eats a few bites of the pancakes, then Dana finishes the rest",1
brunch,action_3,100,0,Allison orders the pancakes and eats them alone,0
brunch,action_3,100,1,Dana orders the pancakes and eats them alone,0
brunch,action_3,100,2,They decide not to order the pancakes at all,0
brunch,action_3,100,3,They order two separate stacks of pancakes and eat from their own stacks,0
brunch,action_3,100,4,They order the pancakes and use a serving utensil to divide them onto separate plates,1
brunch,action_3,100,5,"They order the pancakes and take turns eating from the stack, using the same utensil",1
brunch,action_3,100,6,Allison orders the pancakes and feeds them to Dana,1
brunch,action_3,100,7,Dana orders the pancakes and feeds them to Allison,1
takeout,action_0,0,0,They ask the hotel staff if they have any extra honey mustard sauce,0
takeout,action_0,0,1,Emily uses the ketchup packets and Elizabeth uses the honey mustard sauce,0
takeout,action_0,0,2,They call the restaurant to request an additional container of honey mustard sauce,0
takeout,action_0,0,3,They decide to go out and look for an open store to buy more honey mustard sauce,0
takeout,action_0,0,4,Neither of them uses any sauce,0
takeout,action_0,0,5,They split the honey mustard sauce into two smaller portions and each uses their own,1
takeout,action_0,0,6,They take turns dipping their chicken tenders into the honey mustard sauce,1
takeout,action_0,0,7,They pour the honey mustard sauce into a new container and pass it back and forth,1
takeout,action_0,50,0,They ask the hotel staff if they have any extra dipping sauce they can provide,0
takeout,action_0,50,1,Emily gives the honey mustard sauce to Elizabeth and uses the ketchup packets herself,0
takeout,action_0,50,2,Elizabeth gives the ketchup packets to Emily and they both go to the hotel lobby to see if any other food options are available,0
takeout,action_0,50,3,They decide to go out and look for an open store to buy more dipping sauce,0
takeout,action_0,50,4,They take turns dipping their chicken tenders in the honey mustard sauce,1
takeout,action_0,50,5,They pour the honey mustard sauce into two separate containers so they can both use it,1
takeout,action_0,50,6,They mix the honey mustard sauce with the ketchup to create a new dipping sauce they can both use,1
takeout,action_0,50,7,One of them calls the restaurant to complain about the lack of dipping sauce and asks them to deliver more,0
takeout,action_0,50,8,They decide to eat their chicken tenders without any dipping sauce,0
takeout,action_0,50,9,They use the hotel room phone to ask other attendees if they have any extra dipping sauce to spare,0
takeout,action_0,75,0,They share the honey mustard sauce by taking turns dipping their tenders,1
takeout,action_0,75,1,Emily uses the honey mustard sauce and Elizabeth doesn't use any sauce,0
takeout,action_0,75,2,Elizabeth uses the honey mustard sauce and Emily uses the ketchup packets,0
takeout,action_0,75,3,They ask the hotel if they have any additional honey mustard sauce or other dipping sauces,0
takeout,action_0,75,4,They combine the honey mustard sauce with the ketchup packets to create a shared dipping sauce,1
takeout,action_0,75,5,They decide not to use any sauce and eat the tenders plain,0
takeout,action_0,75,6,They order another container of honey mustard sauce from the restaurant,0
takeout,action_0,75,7,They split the honey mustard sauce into two smaller portions and each use their own portion,1
takeout,action_0,100,0,Emily and Elizabeth share the honey mustard sauce by dipping their tenders in it one after the other,1
takeout,action_0,100,1,They ask the hotel if they have any extra honey mustard sauce they can provide,0
takeout,action_0,100,2,Emily gives the honey mustard sauce to Elizabeth to use exclusively,0
takeout,action_0,100,3,Elizabeth gives the honey mustard sauce to Emily to use exclusively,0
takeout,action_0,100,4,They both use the ketchup packets and leave the honey mustard sauce unopened,0
takeout,action_0,100,5,They decide to order another container of honey mustard sauce from the restaurant,0
takeout,action_0,100,6,They mix the honey mustard sauce with the ketchup to create a new dipping sauce they both use,1
takeout,action_0,100,7,"They take turns using the honey mustard sauce, with one person eating while the other waits",1
takeout,action_0,100,8,They divide the honey mustard sauce into two smaller portions to use separately,1
takeout,action_1,0,0,Emily uses the honey mustard sauce and Elizabeth uses ketchup packets,0
takeout,action_1,0,1,Elizabeth uses the honey mustard sauce and Emily uses ketchup packets,0
takeout,action_1,0,2,They ask the hotel if they have any additional condiments,0
takeout,action_1,0,3,One person goes out and buys more dipping sauce,0
takeout,action_1,0,4,They decide to share the honey mustard sauce by taking turns dipping,1
takeout,action_1,0,5,"They use the honey mustard sauce together, dipping their tenders at the same time",1
takeout,action_1,0,6,They leave the honey mustard sauce unopened and both use ketchup packets,0
takeout,action_1,0,7,They call the restaurant and ask for more dipping sauce to be delivered,0
takeout,action_1,0,8,They flip a coin to decide who gets to use the honey mustard sauce,0
takeout,action_1,50,0,Emily uses the honey mustard sauce alone and Elizabeth uses ketchup packets,0
takeout,action_1,50,1,They ask the hotel if they have any honey mustard sauce they can provide,0
takeout,action_1,50,2,Elizabeth uses the honey mustard sauce and Emily uses nothing,0
takeout,action_1,50,3,They both use ketchup packets and leave the honey mustard sauce untouched,1
takeout,action_1,50,4,They take turns dipping their chicken tenders in the honey mustard sauce,1
takeout,action_1,50,5,Emily and Elizabeth decide to order another container of honey mustard sauce from the restaurant,0
takeout,action_1,50,6,They flip a coin to see who gets to use the honey mustard sauce,0
takeout,action_1,50,7,They put the honey mustard sauce in the middle of the table and both dip their tenders in it,1
takeout,action_1,50,8,They decide not to use any dipping sauce at all,1
takeout,action_1,75,0,Emily uses the honey mustard sauce and Elizabeth uses ketchup packets,0
takeout,action_1,75,1,They take turns dipping their chicken tenders in the same container of honey mustard sauce,1
takeout,action_1,75,2,"Elizabeth gives the honey mustard sauce to Emily, who uses it all",0
takeout,action_1,75,3,They decide to order another container of honey mustard sauce from the restaurant,1
takeout,action_1,75,4,They both use ketchup packets and leave the honey mustard sauce unused,1
takeout,action_1,75,5,"Emily eats her chicken tenders without any sauce, and Elizabeth uses the honey mustard sauce",0
takeout,action_1,75,6,They ask the hotel if they have any honey mustard sauce they can provide,1
takeout,action_1,75,7,"They use the honey mustard sauce as a topping, applying it directly to their chicken tenders rather than dipping",1
takeout,action_1,75,8,"Elizabeth uses the honey mustard sauce and then passes the container to Emily, who then uses what's left",1
takeout,action_1,100,0,One person uses the sauce and the other uses ketchup,0
